Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,-2.5207003784179705,-1.9473987579345717,-2.372801055908205,-1.8792503356933565,-1.8921895599365257,148158800
2019-01-03,-5.34563857433843,-5.331323511460248,-5.528431387508618,-5.913136500938265,-5.771137087952859,365248800
2019-01-04,-5.306394797105057,-4.726441823519195,-5.18264345022348,-4.502260868365958,-4.417212412907524,234428400
2019-01-07,-4.370472746075322,-4.758018709578607,-4.758539235816819,-4.680331895936213,-4.590272435602152,219111200
2019-01-08,-4.248287907353152,-4.110646636397753,-4.195184071858726,-4.074907302856445,-4.010295655992294,164101200
2019-01-09,-3.9224564985795425,-3.560727899724789,-4.029089632901275,-3.562364127419208,-3.5196472167968764,180396400
2019-01-10,-3.7465627534048878,-3.8298214503696997,-3.833348001752583,-3.544731276375906,-3.504506656101775,143122800
2019-01-11,-3.7569288287246465,-3.9968431707014105,-3.7603522183602394,-4.01329107451857,-3.9565249660558948,108092800
2019-01-14,-4.366809055722996,-4.704309595042261,-4.410560015974376,-4.6653016189049055,-4.584759021627491,129756800
2019-01-15,-4.59838899515443,-4.25766993377168,-4.28648227756306,-3.9817353588039595,-3.9293776043390807,114843600
2019-01-16,-3.9804164250691727,-3.7149157206217467,-3.6337083180745466,-3.5964159647623717,-3.5605898539225294,122278800
2019-01-17,-3.785779671590838,-3.349179690001442,-3.654796412733745,-3.4509423678038544,-3.4222767939333067,119284800
2019-01-18,-3.050685697986232,-3.377337732622699,-3.057460723384736,-3.2979416385773703,-3.2767060187555117,135004000
2019-01-22,-3.408054836212642,-3.756390223427424,-3.9880964491102375,-4.273213462224085,-4.215494065057662,121576000
2019-01-23,-4.063712656497962,-4.250547289848328,-4.314102292060852,-4.215703547000885,-4.1616650223731995,92522400
2019-01-24,-4.1675000117375305,-4.508732076791617,-4.3971139761117755,-4.616500737116887,-4.548278691218449,101766000
2019-01-25,-3.9222360668760388,-3.689355098839961,-3.8528768944017813,-3.449357408465765,-3.427949616403282,134142000
2019-01-28,-3.938957043548129,-4.241380378381528,-4.117163188421905,-3.920857443738342,-3.8824951399618115,104768400
2019-01-29,-3.9297428131103516,-3.900035802055811,-4.111654169419232,-4.427023887634277,-4.370289409861847,166348800
2019-01-30,-2.276521876238391,-1.9929003508194683,-2.6817400835562424,-1.8868115743001326,-1.9302874026091175,244439200
2019-01-31,-1.6632857186453691,-1.3763931274414034,-1.6973933628627265,-1.682713644845144,-1.7353898729596793,162958400
2019-02-01,-1.5438717049612123,-1.4716562620351041,-1.4424313290018418,-1.7532031099561252,-1.8043495500591433,130672400
2019-02-04,-1.5197214550442197,-0.8884021441141741,-1.1962849299112932,-0.6599304940965425,-0.754836665259468,125982000
2019-02-05,-0.24616440028360387,-0.1229792555717566,-0.01951891755404489,-0.01428259235538576,-0.13548383320846824,144406400
2019-02-06,0.1145253568082154,-0.09442411886679025,0.01702865394386066,-0.09689047529890615,-0.2160477509369727,112958400
2019-02-07,-0.5444016520182373,-0.5959329732259135,-0.7096008300781236,-1.0193326822916688,-1.1037506612141925,126966800
2019-02-08,-1.4898342835275784,-1.510065128928737,-1.2855266771818492,-1.248913513986686,-1.1499336142288996,95280000
2019-02-11,-1.0705512901405214,-1.4733751965807613,-1.1765258590896437,-1.5980537216384718,-1.4876369129527731,83973600
2019-02-12,-1.4107037079639895,-1.6264425424429092,-1.170096813104088,-1.333493697337616,-1.2329828800299225,89134000
2019-02-13,-1.1865825411639648,-1.3521848268146783,-1.2123737576641602,-1.6029448207420671,-1.4937464557116513,89960800
2019-02-14,-1.6964671611785889,-1.741907835006721,-1.432842397689818,-1.5345304489135714,-1.4283839702606187,87342800
2019-02-15,-1.3975926622932349,-1.717531840006508,-1.4290739459755954,-1.7149386935763857,-1.6031635896659182,98507200
2019-02-19,-1.8625288707454004,-1.8582312886307903,-1.5661570386188757,-1.6587517901164759,-1.5495666876071823,75891200
2019-02-20,-1.591083802372573,-1.4979802786585807,-1.2919864424739984,-1.48301232579243,-1.3805520850491817,104457600
2019-02-21,-1.5346719196864527,-1.8347037633260044,-1.5596419743129175,-1.8183338982718311,-1.7048141388666096,68998800
2019-02-22,-1.6865878385656004,-1.7717060313505257,-1.3887339423684537,-1.4391172970042518,-1.3393886341768209,75652800
2019-02-25,-1.1170630787694193,-1.137792054996929,-0.8234599357427541,-1.2106114764546234,-1.119409472443337,87493600
2019-02-26,-1.3078719391219948,-1.3578729300663355,-1.0862359671757105,-1.253965005107311,-1.1618253773656377,68280800
2019-02-27,-1.4980949488553108,-1.5027842088179142,-1.2650861740112305,-1.1858818314292137,-1.0966603972695097,111341600
2019-02-28,-1.2801386372426933,-1.5833418771122254,-1.2705902356780001,-1.675169998340401,-1.5694588650478352,112861600
2019-03-01,-1.3400836520724795,-1.5722516377767022,-1.3191111670600009,-1.268305163913304,-1.1793123881022112,103544800
2019-03-04,-1.009752168760194,-0.9443407582712666,-1.0619776379931096,-1.0638994908594839,-0.9844054337386225,109744800
2019-03-05,-0.9654070398081913,-1.4040490026059373,-0.9390233495961056,-1.1671469729879647,-1.086433825285539,78949600
2019-03-06,-1.3002962091917638,-1.5587890378890492,-1.109784280100179,-1.4484665983466698,-1.360300084596041,83241600
2019-03-07,-1.5269959632386474,-1.8498665018284584,-1.617605249932474,-1.9794414195608567,-1.875081082607835,99185600
2019-03-08,-2.4327876843904193,-2.2162087691457657,-2.269368342349402,-1.8995253311960312,-1.8001639918277164,95997600
2019-03-11,-1.149321595827736,-0.7100013097127231,-0.8113004763921126,-0.4087514479955132,-0.363398710886635,128044000
2019-03-12,-0.03505160144923991,0.16193244383507022,0.1779627849146337,0.07811953357814616,0.10442505669347923,129870400
2019-03-13,0.5159183035091459,0.3100261688232422,0.5555353359300241,0.2725527627127491,0.2900572017747507,124130000
2019-03-14,0.9293923426155999,0.5138650759301981,0.9677772521972656,0.779973733304729,0.7778604680841568,94318000
2019-03-15,1.1668514633178688,1.3211253738403315,1.2629514694213881,1.3815738296508826,1.3566105270385762,156171600
2019-03-18,1.3442757034301778,1.5317747879028332,1.716248397827151,1.8058011245727528,1.7627960968017575,104879200
2019-03-19,1.9006764602661121,1.597701301574709,1.6637496185302751,1.3453247451782246,1.3152226257324244,126585600
2019-03-20,1.2871238708496122,1.6460013198852508,1.284074020385745,1.6777259445190396,1.6328735733032218,124140800
2019-03-21,2.165801010131837,3.283100395202638,2.4813494491577117,3.3423740768432637,3.2364329147338893,204136800
2019-03-22,3.4306990051269537,3.55785057067871,2.6694747543334927,2.276000747680662,2.204006462097169,169630800
2019-03-25,2.412823524475094,2.0670988845825207,1.5622515869140656,1.6326763534545918,1.5798235321044913,175381200
2019-03-26,2.3708758163452117,2.2145511627197294,0.9815505218505862,1.0733233261108381,1.0366577911376922,199202000
2019-03-27,1.5678749084472656,1.3551235580444256,1.3974508285522447,1.4110002899169913,1.35930294036865,119393600
2019-03-28,1.5287241744995086,1.203499336242679,1.5510747528076152,1.3731253051757832,1.3194189453124991,83121600
2019-03-29,1.6448754119873072,1.2285504150390594,1.6996483993530305,1.5818492507934536,1.517528724670413,94256000
2019-04-01,1.9929248046874974,1.5282481384277347,1.5581512832641593,1.8046763992309565,1.729183692932125,111448000
2019-04-02,1.7560490417480494,2.1274766540527352,2.1253258132934576,2.4038510894775413,2.3040976333618133,91062800
2019-04-03,2.2030499649047854,2.5402000045776347,2.5562734985351483,2.643026580810549,2.53153106689453,93087200
2019-04-04,2.500198287963869,2.415548782348637,2.4595748519897427,2.629425659179688,2.5150231170654322,76457200
2019-04-05,2.8183242034912084,2.498501510620116,3.0558981704711883,2.857000045776367,2.7313004684448217,74106400
2019-04-08,2.7059745025634783,3.1664739227294945,3.049724082946774,3.5176265716552706,3.365512351989743,103526800
2019-04-09,3.5704767990112316,3.7171015167236305,3.6647489547729464,3.2673500442504917,3.1204874801635683,143072800
2019-04-10,3.0490231323242156,3.0789013671874983,3.2913232040405305,3.439448814392094,3.2831307601928685,86781200
2019-04-11,3.485151481628421,3.037099990844723,3.2462256622314456,2.9116992568969735,2.7702959442138706,83603200
2019-04-12,2.984424209594728,2.7370748138427743,2.5938767242431666,2.8083737945556706,2.667024154663089,111042800
2019-04-15,2.748625450134277,2.5889265060424833,2.967048683166496,2.8255489349365206,2.6800770950317414,70146400
2019-04-16,2.8916016769409154,2.8888987350463964,3.0259994125366205,2.7473500061035168,2.6010257720947294,102785600
2019-04-17,2.8293983459472685,3.3166261672973647,2.9577751541137687,3.646126213073728,3.4648884963989275,115627200
2019-04-18,3.659848823547371,3.448073425292961,3.8735260772705047,3.7692751312255837,3.58012504577637,96783200
2019-04-22,3.5160504913330044,3.573275566101074,3.7590241241455047,3.8684996795654314,3.672228584289549,77758000
2019-04-23,3.8435231781005825,4.202799949645993,4.071473503112784,4.526523933410644,4.303692817687988,93292000
2019-04-24,4.490300178527832,4.300848884582521,4.773300781250001,4.361525917053221,4.142549705505374,70162400
2019-04-25,4.277050476074216,4.03617359161376,4.206673812866221,3.8045246887207043,3.6030360031127913,74172800
2019-04-26,3.7177735137939365,3.270174980163574,3.3848987960815506,3.486700744628905,3.2944137954711863,74596400
2019-04-29,3.5232485198974572,3.4401002883911147,3.7476751708984395,3.4865501022338847,3.2923985671997116,88818800
2019-04-30,3.1078994369506816,2.7164234542846586,2.4797251892089847,2.420474510192868,2.261546440124519,186139600
2019-05-01,4.732751274108885,5.612199363708498,4.92982395172119,4.804651031494139,4.560854034423826,259309200
2019-05-02,4.640899162292477,4.865798454284658,4.573051261901853,4.38122341156005,4.150285987854005,127985200
2019-05-03,4.82114994049072,4.581924095153809,5.0155239868164045,4.948274917602539,4.695700263977052,83569600
2019-05-06,3.089173431396482,3.7475740814209004,3.2500250625610363,4.0471738433837885,3.824054565429691,129772400
2019-05-07,3.4055013275146493,3.3123495483398457,2.502800521850588,2.566225051879883,2.3927563095092808,155054800
2019-05-08,2.3358985900878864,2.7173240661621065,2.658425064086913,2.4976483535766505,2.3246560668945335,105358000
2019-05-09,1.8806986236572172,1.7243231582641627,1.3129509735107447,1.8820001983642598,1.7285507965087987,139634400
2019-05-10,1.0595997238159214,0.9362515258789088,0.2632511138915987,0.9161230468750006,0.9775940322875982,164834800
2019-05-13,-1.4532481384277318,-1.4912510681152327,-2.3026734161376936,-2.038099822998049,-1.8864139175415033,229722400
2019-05-14,-1.8617238998413086,-1.5212507629394523,-1.7483740234374991,-1.3873492050170881,-1.2575125885009797,146118800
2019-05-15,-1.9797237396240206,-1.087475013732913,-1.6777738571166978,-0.9002755737304682,-0.7872096252441381,106178800
2019-05-16,-1.148573875427246,-0.991799697875976,-1.0542758560180658,-1.1907996749877938,-1.0703385162353527,132125600
2019-05-17,-1.978051643371579,-1.472176513671883,-1.6605263137817445,-1.5487001037597636,-1.4187320327758783,131516400
2019-05-20,-2.9177737426757844,-3.1989734649658175,-3.3687502288818365,-3.116901016235353,-2.93978740692139,154449200
2019-05-21,-2.6080244827270533,-2.4072249603271487,-2.3682506942749058,-2.339723548889161,-2.18838066101074,113459200
2019-05-22,-2.8440488433837885,-3.0769982910156273,-2.9842241668701206,-3.368550376892088,-3.186889038085937,118994400
2019-05-23,-4.122873992919921,-4.4289016342163094,-4.224875564575193,-4.206324157714846,-4.000290184020997,146118800
2019-05-24,-4.062225532531741,-4.067275085449218,-4.051526184082022,-4.407899742126467,-4.197290916442881,94858800
2019-05-28,-4.413250236511232,-4.489700851440432,-4.257724037170412,-4.626076126098631,-4.410386962890627,111792800
2019-05-29,-5.064650230407715,-4.830273399353025,-4.76042495727539,-4.870873832702635,-4.649310684204103,113924800
2019-05-30,-4.718150520324706,-4.8981259918212885,-4.626925430297852,-4.679399261474607,-4.465534400939951,84873600
2019-05-31,-5.180525817871093,-5.242548522949221,-5.080348587036134,-5.52304821014404,-5.286542015075682,108174400
2019-06-03,-5.371498222351072,-5.291450347900394,-6.296398887634275,-5.996349258422853,-5.748730964660645,161584400
2019-06-04,-5.438999137878419,-4.853474426269528,-5.260573883056644,-4.44605018615723,-4.250356101989745,123872000
2019-06-05,-3.248550071716309,-3.585348510742186,-3.635100097656249,-3.7503017044067377,-3.579880714416511,119093600
2019-06-06,-3.578424339294436,-3.4982495880126976,-3.4152764511108487,-3.1127997207641585,-2.9657996749877924,90105200
2019-06-07,-2.7524761581420947,-1.9214503479003895,-2.5584238433837925,-1.9295765686035224,-1.82299201965332,122737600
2019-06-10,-1.4821503829956058,-1.1163761138915973,-1.154626121520991,-1.376774597167966,-1.2910671997070367,104883600
2019-06-11,-0.7744746398925813,-1.0183499145507824,-0.7165983963012721,-0.8733756637573222,-0.8070064544677678,107731600
2019-06-12,-1.0598755645751936,-1.0847745895385756,-0.8267501068115237,-1.0850994491577168,-1.0158709335327174,73012800
2019-06-13,-0.9262505722045873,-0.9366765975952163,-0.830173416137697,-1.1481515884399514,-1.0806974411010728,86698400
2019-06-14,-1.7595990371704104,-1.7806508255004871,-1.680049171447756,-1.5221986770629883,-1.4467829132080112,75046000
2019-06-17,-1.4536263275146553,-1.464873237609865,-1.2423254013061538,-1.262550201416019,-1.1989145660400382,58676400
2019-06-18,-0.6987990570068376,-0.1628266143798811,-0.5082982635498041,-0.14372581481933366,-0.11857185363769673,106204000
2019-06-19,0.189573326110839,-0.28687370300293225,-0.001775588989261223,-0.3100512695312432,-0.283455162048341,84496800
2019-06-20,0.3318739318847719,-0.12709980010986044,0.15242469787597912,0.06517665863037081,0.07633018493652344,86056000
2019-06-21,-0.08522407531738452,-0.08609840393066293,0.16249847412108664,-0.1279253387451149,-0.11454532623290703,191202400
2019-06-24,-0.1696015167236311,-0.27419898986816094,0.1523995208740203,-0.1906245803833002,-0.17905448913573707,72881600
2019-06-25,-0.21595165252685433,-0.5204012680053793,-0.5898017120361345,-0.968723220825197,-0.9367358398437489,84281200
2019-06-26,-0.4129487609863247,-0.12247352600097372,-0.11304847717285327,0.05275070190429432,0.04917198181152571,104270000
2019-06-27,0.1783734893798794,-0.013898048400875496,0.40570182800293253,0.0026763153076174717,-0.003160591125478618,83598800
2019-06-28,-0.2625766372680687,-0.5690748977661144,-0.25557426452636633,-0.48962551116943587,-0.4839844131469704,124442400
2019-07-01,0.8241247177124009,0.6449264907836891,0.6116734313964756,0.3839507293701203,0.3585547256469752,109012000
2019-07-02,0.34675106048584325,0.2560263061523429,0.7511501312255859,0.6296239089965852,0.5926499938964938,67740800
2019-07-03,0.7593248367309542,0.5298257064819367,1.0323505783081046,1.0032258987426772,0.9506790542602559,45448000
2019-07-05,0.7379016494750985,0.6572255706787118,1.052048416137687,0.9300489044189462,0.8758328247070324,69062000
2019-07-08,0.07697452545166072,-0.2919014358520613,-0.09672412872314595,-0.15429893493652003,-0.1787513351440353,101354400
2019-07-09,-0.3583506393432643,-0.29705131530762685,-0.03172565460204879,0.11215137481689652,0.0754790115356414,82312000
2019-07-10,0.2637516403198248,0.21332397460937358,0.6124743270874049,0.5634739303588887,0.508815841674803,71588400
2019-07-11,0.5847245025634749,0.3338499069213867,0.6087016296386736,0.15259998321533175,0.10678661346435803,80767200
2019-07-12,0.3239243316650402,0.18845005035400675,0.6852991867065441,0.4974507522583025,0.43705162048340185,70380800
2019-07-15,0.7112491989135776,0.6446238327026421,1.1142499542236308,0.9544516754150365,0.8758699035644497,67789600
2019-07-16,0.8082741928100603,0.6800251770019514,0.9665999603271516,0.755625000000002,0.6792867660522433,67467200
2019-07-17,0.6541258621215817,0.40087409973144617,0.8918260192871088,0.4449265289306652,0.37423027038574475,56430000
2019-07-18,0.6023500823974643,0.5681262207031281,0.9609991836547849,0.9939009094238287,0.9021860504150396,74162400
2019-07-19,1.0131984329223656,0.6892749786376982,0.5848751068115234,0.18649906158447038,0.115986518859863,83717200
2019-07-22,0.43069858551024964,0.8236738967895505,0.8497751235961886,1.2913252639770505,1.1825117874145477,89111600
2019-07-23,1.571526756286623,1.1773258590698248,1.7009233093261713,1.6366490554809587,1.51317756652832,73420800
2019-07-24,1.3099246215820344,1.1754984283447172,1.608024559020997,1.5396994781494158,1.417225303649893,59966400
2019-07-25,1.538124961853029,1.119301300048825,1.417323951721194,1.0394509887695307,0.9304933547973704,55638400
2019-07-26,1.0875490570068393,1.1473238372802754,1.42362487792969,1.1235763168334927,1.0099175262451183,70475600
2019-07-29,1.2325518035888692,1.2793747711181638,1.649075660705563,1.5182231140136722,1.3902036666870146,86693600
2019-07-30,1.2177737426757744,1.0704008483886724,1.2778494262695332,1.207424659729007,1.086995620727535,135742800
2019-07-31,3.032524642944338,3.780673713684088,2.178150787353516,2.1773482894897427,2.024681434631354,277125600
2019-08-01,2.2914986038207914,2.8304496383667015,0.9206013870239289,0.9073481369018523,0.792043838500966,216071600
2019-08-02,0.07967483520507557,-0.193651885986327,-0.47592376708984574,-0.31917396545409815,-0.39852935791015653,163448400
2019-08-05,-1.9309234619140625,-2.2697015762329187,-2.8687245178222653,-3.121900939941405,-3.1162897109985366,209572000
2019-08-06,-2.4924004364013683,-2.5574732208251945,-2.6464016723632824,-2.346050033569334,-2.366728897094724,143299200
2019-08-07,-2.850323905944826,-2.3177256774902375,-2.8378481674194305,-1.9745516967773469,-2.0089360809326138,133457600
2019-08-08,-1.7932505798339875,-1.4641253662109364,-1.5843751525878886,-1.0196768569946286,-1.0859077453613253,108038000
2019-08-09,-1.6636740493774411,-1.8022014236450232,-1.7551016616821258,-1.777248649597169,-1.6371302795410188,98478800
2019-08-12,-2.232601051330562,-2.1340993118286136,-1.9417265319824324,-2.0602760696411124,-1.914046096801762,89927600
2019-08-13,-2.044923782348633,0.2278747940063468,-1.7708010482788055,-0.09999969482421989,-0.00910175323486584,188874000
2019-08-14,-1.6761739349365214,-1.3604244613647438,-1.420675888061524,-1.8296999740600555,-1.6929954147338862,146189600
2019-08-15,-1.773848152160646,-1.8478502273559556,-2.318900413513184,-2.242048606872558,-2.0956893539428734,108909600
2019-08-16,-1.716050148010254,-1.4971991348266585,-1.4307508850097648,-1.2121500015258775,-1.095698966979981,110481600
2019-08-19,-0.29190105438231484,-0.2641511154174836,-0.044675292968747726,-0.4092234802246111,-0.3164826965331997,97654400
2019-08-20,-0.3830486297607436,-0.25372352600097514,-0.11417316436767777,-0.5395748519897481,-0.4450082397460875,107537200
2019-08-21,0.012076530456539558,-0.30355159759522365,0.08185150146484688,-0.09627513885497763,-0.015629920959469246,86141600
2019-08-22,-0.06887424468994396,-0.23897445678711193,-0.2397999954223664,-0.2761483001708953,-0.19236385345458729,89014800
2019-08-23,-1.1478516769409168,-0.9863742828369126,-2.8167250061035176,-2.8852251434326206,-2.7317257308959952,187272000
2019-08-26,-2.1969246673583953,-2.354024467468264,-1.9561756134033175,-2.0810986328124983,-1.9514245605468759,104174400
2019-08-27,-1.8606746292114238,-2.1755243301391616,-2.5037253189086925,-2.8245740890502944,-2.676290283203123,103493200
2019-08-28,-2.9603482437133763,-3.0393497467041044,-2.7142231750488293,-2.6404502868652315,-2.499010162353514,63755200
2019-08-29,-2.0170747375488247,-2.289498252868654,-2.0364740371704073,-1.9229013442993264,-1.804841728210448,83962000
2019-08-30,-1.7495988464355463,-2.1584008407592776,-2.050325736999511,-2.1460736465454104,-2.0256141281127853,84573600
2019-09-03,-2.8269265747070307,-3.180551147460939,-2.945949668884275,-3.062925796508786,-2.9211007690429653,80092000
2019-09-04,-2.4937998580932614,-2.7104011535644545,-2.327873191833497,-2.3483744049072257,-2.229869422912607,76752400
2019-09-05,-1.7477747344970709,-1.7494497680664054,-1.4376264190673922,-1.4906003189086903,-1.3993582916259797,95654800
2019-09-06,-1.3985739898681615,-1.8010005569458016,-1.354651451110847,-1.6632764053344786,-1.5710269546508755,77449200
2019-09-09,-1.3658506393432646,-1.4579744720458976,-1.8787982559204082,-1.6006755065917986,-1.5139115524291924,109237600
2019-09-10,-1.774624557495116,-1.5376253509521476,-1.8804484176635725,-1.1365758132934545,-1.066322822570804,127111600
2019-09-11,-0.8951728820800753,0.02362663269042997,-0.546301193237305,0.41499900817871094,0.438967514038076,177158400
2019-09-12,0.631401023864747,0.5471495437622096,0.5868250274658209,0.13589900970458757,0.16374366760253878,128906800
2019-09-13,-0.7242997360229495,-1.0125516891479478,-1.0227240371704127,-1.0973001098632835,-1.0394522476196286,159053200
2019-09-16,-1.4400757980346697,-1.3243987655639629,-1.0331007003784194,-0.9532266235351656,-0.9031063079833928,84632400
2019-09-17,-1.0309730148315452,-1.3052981567382815,-0.7921512985229455,-0.9085758590698276,-0.8635002517700201,73274800
2019-09-18,-0.9213003158569322,-0.962198486328127,-0.87237445831299,-0.5517490386962862,-0.5202272033691386,101360000
2019-09-19,-0.8497510528564547,-0.900876426696783,-0.8061262893676684,-1.1707484054565427,-1.126077041625976,88242400
2019-09-20,-1.1691234588623018,-1.361550674438476,-1.6919747543334935,-2.1383011627197277,-2.0709208679199236,221652400
2019-09-23,-1.9365254211425764,-2.20120098114014,-1.8013265991211043,-2.046824798583984,-1.985747680664062,76662000
2019-09-24,-1.556174964904784,-1.6775236892700178,-2.0515494918823265,-2.4472019577026387,-2.3789171218872127,124763200
2019-09-25,-2.3186239242553697,-2.068625068664552,-2.2057502365112285,-1.7510253906250028,-1.7056200027465849,87613600
